state_fips,state_abbr,finalist_code,finalist_party,first_choice_pct,inc_CON,inc_OAO,inc_POP,inc_LIB,inc_CUP,inc_LBR,inc_DSA,inc_STY,inc_NAT,inc_PRG
6,CA,POP_1,POP,7.51,2.05,0.0,0.0,0.0,0.82,0.0,0.0,0.8,7.95,10.12
6,CA,STY_1,STY,9.22,3.01,0.0,0.0,0.0,2.5,1.61,0.0,0.0,0.0,0.0
8,CO,CON_1,CON,22.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,CO,LBR_1,LBR,13.92,0.0,0.0,0.0,0.0,0.53,0.0,0.0,2.47,0.0,0.0
8,CO,LIB_1,LIB,14.41,0.0,0.0,0.0,0.0,0.0,0.0,3.14,0.0,0.0,11.58
8,CO,NAT_1,NAT,9.91,0.7,5.82,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,CO,POP_1,POP,10.32,4.49,0.0,0.0,0.0,0.0,0.0,1.46,2.05,0.0,0.0
9,CT,CON_1,CON,19.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,CT,LBR_1,LBR,12.98,0.0,0.0,0.0,0.0,0.0,0.0,2.6,3.13,0.0,0.0
9,CT,LIB_1,LIB,17.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,CT,POP_1,POP,8.6,0.95,0.0,0.0,0.0,5.4,1.42,0.0,1.86,0.0,0.0
9,CT,PRG_1,PRG,12.15,0.0,3.87,0.0,0.0,0.0,0.0,0.0,0.0,15.29,0.0
10,DE,CON_1,CON,25.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,DE,CON_2,CON,0.0,7.97,14.9,1.27,0.0,0.99,0.0,0.0,0.0,6.69,0.0
10,DE,LBR_1,LBR,20.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,DE,LIB_1,LIB,11.07,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,5.86
10,DE,STY_1,STY,4.35,0.0,0.0,2.54,1.03,4.32,1.01,2.32,0.0,0.0,0.0
11,DC,LBR_1,LBR,17.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.0,0.0
11,DC,LIB_1,LIB,31.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,DC,LIB_2,LIB,0.0,0.0,1.35,0.0,13.24,1.2,0.0,3.12,0.0,0.0,0.0
11,DC,POP_1,POP,9.85,12.91,0.0,0.0,0.52,1.5,0.0,0.0,1.21,0.0,1.46
11,DC,PRG_1,PRG,14.18,0.0,0.0,0.0,0.0,0.0,0.0,4.85,0.0,0.0,0.0
12,FL,CON_1,CON,23.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.56,0.0
12,FL,CUP_1,CUP,9.91,2.45,4.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,FL,LBR_1,LBR,13.29,0.0,1.13,0.0,0.0,0.0,0.0,5.15,0.0,0.0,0.0
12,FL,LIB_1,LIB,8.8,0.0,1.25,0.0,0.0,0.0,0.55,1.66,4.64,0.0,1.7
12,FL,STY_1,STY,9.45,0.78,0.0,9.49,0.0,0.0,2.64,1.53,0.0,0.0,0.0
13,GA,CON_1,CON,23.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.86,0.0
13,GA,CUP_1,CUP,8.87,3.11,3.31,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0
13,GA,LBR_1,LBR,15.61,0.0,0.0,0.0,0.0,0.0,0.0,2.46,0.0,0.0,0.0
13,GA,LIB_1,LIB,13.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.81
13,GA,STY_1,STY,8.08,5.71,0.0,5.5,0.0,0.0,1.11,0.0,0.0,0.0,0.0
15,HI,CON_1,CON,21.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,HI,LBR_1,LBR,21.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,HI,LBR_2,LBR,0.0,0.0,12.95,0.57,2.81,2.16,4.47,1.52,1.5,0.0,3.65
15,HI,LIB_1,LIB,20.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,HI,POP_1,POP,8.65,3.31,0.0,0.0,0.0,0.0,0.0,0.0,1.26,4.89,0.0
16,ID,CON_1,CON,22.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,ID,LBR_1,LBR,9.24,0.9,1.43,0.0,0.0,0.0,0.0,5.94,1.97,0.0,0.0
16,ID,LIB_1,LIB,8.88,0.0,1.2,0.0,0.0,14.69,1.73,2.93,0.0,0.0,1.85
16,ID,NAT_1,NAT,16.61,1.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,ID,POP_1,POP,14.26,2.74,0.0,0.0,0.0,0.0,0.0,0.0,1.16,0.0,0.0
17,IL,CON_1,CON,20.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,IL,CUP_1,CUP,8.7,0.8,5.2,5.13,0.0,0.0,0.0,0.0,0.54,0.95,0.0
17,IL,LBR_1,LBR,12.08,0.78,0.0,0.0,0.0,0.0,0.0,5.09,2.06,0.0,1.52
17,IL,LIB_1,LIB,13.85,0.0,2.35,0.0,0.0,0.0,0.9,0.0,0.0,0.0,9.14
17,IL,POP_1,POP,7.47,2.25,1.22,0.0,0.0,0.0,1.67,0.0,0.82,8.49,0.0
18,IN,CON_1,CON,20.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,IN,CUP_1,CUP,9.35,0.8,5.52,12.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,IN,LBR_1,LBR,11.71,0.0,0.0,0.0,0.0,0.0,0.0,4.18,3.89,0.0,0.0
18,IN,LIB_1,LIB,9.41,0.0,0.0,0.0,0.0,0.0,1.38,0.0,0.0,0.0,6.23
18,IN,NAT_1,NAT,16.04,0.0,0.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,IA,CON_1,CON,20.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,IA,CUP_1,CUP,8.05,1.56,4.25,10.1,2.14,0.0,0.0,0.0,0.0,0.0,0.0
19,IA,LBR_1,LBR,12.46,0.0,1.71,0.0,0.0,0.0,0.0,8.38,2.11,0.0,0.0
19,IA,LIB_1,LIB,7.73,0.0,1.71,0.0,0.0,0.0,4.51,2.3,0.0,0.0,2.99
19,IA,NAT_1,NAT,16.18,0.67,0.0,5.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,KS,CON_1,CON,25.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.44,0.0
20,KS,CON_2,CON,0.0,8.44,0.69,3.28,0.0,2.69,0.0,0.0,3.16,0.0,0.0
20,KS,LBR_1,LBR,8.73,0.0,0.0,0.0,6.21,1.98,0.0,5.82,0.0,0.0,0.0
20,KS,LIB_1,LIB,14.59,0.0,0.53,0.0,0.0,0.0,0.0,0.52,0.0,0.0,7.31
20,KS,STY_1,STY,7.5,0.0,0.0,6.3,0.0,0.6,5.7,0.0,0.0,0.0,0.0
21,KY,CON_1,CON,24.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,KY,CUP_1,CUP,8.87,2.47,4.08,1.29,1.6,0.0,0.75,0.0,0.0,0.0,0.0
21,KY,LBR_1,LBR,11.3,0.0,0.69,0.0,11.04,0.0,0.0,4.26,5.2,0.0,0.0
21,KY,NAT_1,NAT,14.97,1.65,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,KY,POP_1,POP,8.98,2.44,0.0,0.0,0.0,0.0,2.76,0.0,4.66,0.0,0.0
22,LA,CON_1,CON,22.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,LA,CUP_1,CUP,12.46,0.0,3.03,0.58,2.07,0.0,0.0,0.0,0.0,0.0,0.0
22,LA,LBR_1,LBR,9.15,0.0,1.17,0.0,3.98,0.0,0.0,2.6,0.0,0.0,0.0
22,LA,NAT_1,NAT,17.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,LA,STY_1,STY,9.28,0.0,0.0,3.96,0.0,0.0,0.0,0.0,0.0,0.0,7.51
23,ME,CON_1,CON,14.38,0.0,0.0,0.0,0.0,2.8,0.0,0.0,0.0,5.5,0.0
23,ME,LBR_1,LBR,11.79,0.0,6.38,0.0,1.07,1.56,0.0,0.0,2.2,0.0,0.0
23,ME,LIB_1,LIB,19.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,ME,POP_1,POP,13.23,0.0,0.0,0.0,0.0,1.14,4.48,0.0,1.68,2.91,0.0
23,ME,PRG_1,PRG,10.7,0.0,0.0,0.0,0.0,0.0,0.0,8.01,0.0,0.0,0.0
24,MD,CON_1,CON,14.48,0.0,0.0,0.0,0.0,2.33,0.0,0.0,0.0,5.49,0.0
24,MD,LBR_1,LBR,18.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02
24,MD,LIB_1,LIB,11.94,0.0,5.13,0.0,0.0,0.0,0.0,0.6,0.0,0.0,12.86
24,MD,POP_1,POP,9.01,4.3,0.0,0.0,0.0,0.97,0.0,0.0,0.0,3.29,0.0
24,MD,STY_1,STY,6.63,0.72,4.43,0.69,0.93,1.55,0.88,2.24,0.0,0.0,0.0
25,MA,CON_1,CON,18.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.18,0.0
25,MA,LBR_1,LBR,14.83,0.0,0.0,0.0,0.0,0.71,0.0,0.0,3.25,0.0,0.0
25,MA,LIB_1,LIB,15.87,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0
25,MA,POP_1,POP,5.67,0.95,8.19,0.0,0.0,0.96,0.55,0.0,2.36,2.95,0.0
25,MA,PRG_1,PRG,12.84,0.0,0.0,0.0,0.0,0.0,0.0,8.29,0.0,0.0,0.0
26,MI,CON_1,CON,22.3,0.0,0.0,6.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,MI,CUP_1,CUP,5.5,2.32,2.06,1.6,6.5,0.0,0.0,0.0,0.53,0.0,0.0
26,MI,LBR_1,LBR,12.18,0.0,0.78,2.02,0.0,0.0,0.0,5.55,1.39,0.0,0.0
26,MI,LIB_1,LIB,12.13,0.0,1.57,0.0,0.0,0.0,1.33,0.0,0.0,0.0,8.2
26,MI,NAT_1,NAT,16.26,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,MN,CON_1,CON,15.66,0.0,0.0,0.0,0.0,2.35,0.0,0.0,0.0,4.46,0.0
27,MN,LBR_1,LBR,11.2,0.0,8.98,0.0,0.0,1.71,0.0,2.59,1.09,0.0,0.0
27,MN,LIB_1,LIB,16.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,MN,POP_1,POP,9.53,0.9,0.0,0.0,0.0,1.18,7.39,0.0,1.7,6.56,0.0
27,MN,PRG_1,PRG,15.09,0.0,0.0,1.03,0.0,0.0,1.49,0.0,0.0,0.0,0.0
28,MS,CON_1,CON,21.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,MS,LBR_1,LBR,12.04,0.0,0.0,0.0,4.46,0.0,0.0,2.51,0.0,0.0,0.0
28,MS,OAO_1,OAO,12.17,0.0,0.0,3.08,0.79,0.52,0.0,0.0,0.0,14.76,0.0
28,MS,POP_1,POP,8.42,1.98,0.0,0.0,0.0,10.03,0.88,0.0,0.0,0.0,0.0
28,MS,STY_1,STY,16.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,MO,CON_1,CON,24.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,MO,CUP_1,CUP,6.79,2.95,1.8,1.46,2.3,0.0,1.07,0.0,0.0,16.14,0.0
29,MO,LBR_1,LBR,12.42,0.0,0.8,0.0,0.0,0.0,0.0,8.44,0.0,0.0,0.0
29,MO,LIB_1,LIB,9.1,0.0,0.91,0.0,0.0,0.0,4.34,1.74,0.0,0.0,3.06
29,MO,STY_1,STY,8.39,4.38,0.0,4.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,MT,CON_1,CON,16.64,0.0,0.0,3.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,MT,LBR_1,LBR,11.51,0.0,0.0,0.0,4.2,0.0,0.0,3.44,0.0,0.0,0.0
30,MT,LIB_1,LIB,15.76,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.01
30,MT,NAT_1,NAT,24.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,MT,STY_1,STY,6.69,1.21,0.0,0.93,0.0,13.76,1.58,1.05,0.0,5.56,0.0
31,NE,CON_1,CON,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.86,0.0
31,NE,CUP_1,CUP,12.23,0.9,1.3,0.0,3.59,0.0,0.0,0.0,0.0,0.0,0.0
31,NE,LBR_1,LBR,14.07,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.82,0.0,0.0
31,NE,LIB_1,LIB,8.27,0.0,1.19,0.0,0.0,0.0,0.66,7.86,0.0,0.0,2.91
31,NE,POP_1,POP,9.56,1.12,0.0,0.0,0.0,1.11,0.67,3.61,3.0,4.7,0.0
32,NV,CON_1,CON,21.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.37,0.0
32,NV,LBR_1,LBR,16.15,0.0,0.0,0.0,0.0,0.0,0.0,2.62,0.0,0.0,0.0
32,NV,LIB_1,LIB,11.59,0.0,3.64,0.0,0.0,0.79,0.0,0.0,0.0,0.0,8.15
32,NV,POP_1,POP,7.81,2.53,0.0,0.0,0.0,2.96,0.0,0.0,5.55,6.2,0.0
32,NV,STY_1,STY,7.68,0.76,2.71,0.0,7.51,0.83,1.41,1.56,0.0,0.0,0.0
33,NH,CON_1,CON,12.3,0.0,0.0,2.59,0.0,0.0,0.0,0.0,0.0,7.41,0.0
33,NH,CUP_1,CUP,7.07,3.07,0.0,4.17,4.05,0.0,0.0,0.0,0.7,0.0,0.0
33,NH,LBR_1,LBR,16.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.0
33,NH,OAO_1,OAO,13.64,2.06,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0
33,NH,PRG_1,PRG,12.63,0.0,0.0,0.0,4.05,0.0,0.0,13.87,0.0,0.0,0.0
34,NJ,CON_1,CON,18.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,NJ,CUP_1,CUP,6.0,0.0,3.13,5.96,2.2,0.0,0.0,0.0,1.35,1.45,0.0
34,NJ,LBR_1,LBR,12.31,0.0,0.0,0.0,0.0,0.0,0.0,5.71,1.85,0.0,0.64
34,NJ,LIB_1,LIB,15.02,0.0,3.25,0.0,0.0,0.0,1.29,0.0,0.0,0.0,10.42
34,NJ,POP_1,POP,7.77,0.76,1.25,0.0,0.0,0.0,1.11,0.0,1.82,9.95,0.0
35,NM,CON_1,CON,19.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,NM,CUP_1,CUP,11.13,0.0,1.75,1.99,0.58,0.0,0.0,0.0,0.57,1.68,0.0
35,NM,LBR_1,LBR,21.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,NM,LIB_1,LIB,10.6,0.0,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.26
35,NM,STY_1,STY,8.24,0.0,0.0,2.98,0.0,0.0,0.0,0.0,0.0,7.8,0.0
36,NY,CON_1,CON,16.09,0.0,0.0,1.0,0.0,1.38,0.0,0.0,0.0,0.0,0.0
36,NY,LBR_1,LBR,14.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.37,0.0,0.6
36,NY,LIB_1,LIB,13.3,0.0,0.0,0.0,0.0,1.57,0.0,2.93,0.0,0.0,9.64
36,NY,OAO_1,OAO,9.34,1.19,0.0,0.0,0.0,1.24,0.0,0.0,0.0,9.88,0.0
36,NY,POP_1,POP,7.61,0.0,0.0,0.0,0.53,3.18,0.0,3.52,2.87,0.0,0.0
37,NC,CON_1,CON,23.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.83,0.0
37,NC,CON_2,CON,0.0,6.5,3.3,1.8,0.0,1.94,0.0,0.0,4.28,0.0,0.0
37,NC,LBR_1,LBR,10.53,0.0,2.18,0.0,0.0,0.55,0.0,4.08,0.0,0.0,0.0
37,NC,LIB_1,LIB,9.43,0.0,2.08,0.0,0.0,0.55,0.0,0.0,0.0,0.0,8.65
37,NC,STY_1,STY,6.68,0.0,0.0,7.7,3.68,1.98,0.0,0.72,0.0,0.0,0.0
38,ND,CON_1,CON,24.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,ND,CUP_1,CUP,12.5,4.03,2.15,0.0,1.31,0.0,0.0,0.0,0.0,0.0,0.0
38,ND,LBR_1,LBR,15.24,0.0,0.0,0.0,0.0,0.0,0.0,2.47,2.4,0.0,0.0
38,ND,LIB_1,LIB,10.02,0.0,2.73,0.0,0.0,0.0,1.11,0.0,0.0,0.0,5.71
38,ND,POP_1,POP,13.72,9.62,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.0,0.0
39,OH,CON_1,CON,24.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.68,0.0
39,OH,CUP_1,CUP,9.37,3.9,2.67,0.51,0.97,0.0,0.0,0.0,0.0,0.0,0.0
39,OH,LBR_1,LBR,10.72,0.0,1.07,0.0,0.0,0.0,0.0,5.91,2.5,0.0,0.0
39,OH,LIB_1,LIB,10.73,0.0,0.96,0.0,0.0,0.0,1.15,1.29,0.0,0.0,3.62
39,OH,POP_1,POP,8.72,4.09,0.0,0.0,0.0,0.0,1.71,0.0,2.95,1.69,0.0
40,OK,CON_1,CON,24.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,OK,CUP_1,CUP,9.47,4.9,4.0,0.0,1.74,0.0,0.0,0.0,0.0,0.0,0.0
40,OK,LBR_1,LBR,7.34,0.0,0.0,0.0,12.1,0.87,0.0,6.01,3.16,0.0,0.0
40,OK,NAT_1,NAT,19.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,OK,POP_1,POP,8.62,5.22,0.0,0.0,0.0,0.91,0.71,0.0,2.35,0.0,0.0
41,OR,CON_1,CON,12.41,0.0,0.68,5.76,0.0,2.94,0.0,0.0,0.0,0.0,0.0
41,OR,LBR_1,LBR,10.69,2.9,0.0,1.15,0.86,1.87,0.0,8.16,1.97,0.0,0.0
41,OR,LIB_1,LIB,16.1,0.0,1.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,OR,NAT_1,NAT,16.12,2.22,0.0,1.38,0.0,0.0,0.63,0.0,0.0,0.0,0.0
41,OR,PRG_1,PRG,17.25,0.0,0.0,0.0,0.0,0.0,0.0,1.22,0.0,0.0,0.0
42,PA,CON_1,CON,22.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,PA,LBR_1,LBR,12.91,0.0,0.0,0.0,0.0,0.0,0.0,5.44,2.19,0.0,0.0
42,PA,LIB_1,LIB,15.13,0.0,0.0,0.0,0.0,0.83,1.33,0.0,0.0,0.0,9.83
42,PA,NAT_1,NAT,10.94,0.0,6.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,PA,POP_1,POP,6.8,3.2,0.0,0.0,0.0,4.26,2.03,0.0,1.42,0.0,0.0
44,RI,CON_1,CON,17.03,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0
44,RI,LBR_1,LBR,15.0,0.0,0.0,0.0,0.0,2.9,0.0,0.0,1.53,0.0,0.0
44,RI,LIB_1,LIB,18.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,RI,POP_1,POP,7.91,0.0,0.0,0.0,0.0,0.0,1.41,0.0,3.43,6.91,0.0
44,RI,PRG_1,PRG,11.43,0.0,13.83,0.0,0.0,0.0,0.0,3.86,0.0,0.0,0.0
45,SC,CON_1,CON,24.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,SC,LBR_1,LBR,13.18,0.0,0.67,0.0,0.0,0.0,0.0,0.0,4.88,0.0,0.0
45,SC,LIB_1,LIB,9.41,0.0,0.66,0.0,0.0,0.0,0.0,5.36,0.0,0.0,1.44
45,SC,NAT_1,NAT,14.77,0.99,0.0,0.99,0.0,15.64,0.0,0.0,0.0,0.0,0.0
45,SC,POP_1,POP,8.68,4.83,0.0,0.0,0.0,0.0,0.58,4.91,1.6,0.0,0.0
46,SD,CON_1,CON,20.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,SD,CUP_1,CUP,11.72,0.79,5.09,2.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,SD,LBR_1,LBR,10.13,0.0,0.75,0.0,15.12,0.0,0.0,4.37,0.0,0.0,0.0
46,SD,NAT_1,NAT,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,SD,STY_1,STY,8.23,0.53,0.0,5.04,0.0,1.47,0.0,1.89,0.0,0.0,0.0
47,TN,CON_1,CON,30.97,0.0,0.0,5.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,TN,CON_2,CON,0.0,14.16,0.0,0.0,0.0,0.0,0.0,0.0,0.51,2.31,0.0
47,TN,CUP_1,CUP,7.41,0.0,5.91,1.61,8.63,0.0,0.0,0.0,0.0,0.0,0.0
47,TN,LBR_1,LBR,6.6,0.0,0.75,2.32,0.0,0.0,0.0,6.63,2.98,0.0,0.0
47,TN,NAT_1,NAT,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,TX,CON_1,CON,22.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.62,0.0
48,TX,CUP_1,CUP,9.22,2.14,4.4,1.19,0.0,0.0,0.0,0.0,4.95,0.0,0.0
48,TX,LBR_1,LBR,13.23,0.0,1.29,0.0,0.0,0.0,0.0,4.74,0.0,0.0,0.0
48,TX,LIB_1,LIB,8.97,0.0,0.64,0.0,0.0,3.69,0.0,1.05,0.81,0.0,1.71
48,TX,STY_1,STY,10.13,0.57,0.85,7.31,0.0,0.0,2.39,2.39,0.0,0.0,0.0
49,UT,CON_1,CON,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.73,0.0
49,UT,LBR_1,LBR,17.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,UT,LIB_1,LIB,8.0,0.0,0.71,0.97,0.0,0.79,0.0,6.16,0.0,0.0,2.12
49,UT,POP_1,POP,11.19,0.0,0.0,0.0,0.0,2.43,0.0,4.61,0.0,3.19,0.0
49,UT,STY_1,STY,8.83,0.0,1.45,0.0,0.0,7.09,0.0,0.0,0.0,0.0,0.0
50,VT,CON_1,CON,11.89,0.0,0.0,0.0,0.0,2.11,0.0,0.0,0.0,5.24,0.0
50,VT,LBR_1,LBR,9.86,0.0,0.0,0.0,0.0,2.31,0.0,4.78,2.07,0.0,0.0
50,VT,LIB_1,LIB,14.41,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,14.07
50,VT,OAO_1,OAO,9.73,0.0,0.0,6.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,VT,PRG_1,PRG,32.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,VA,CON_1,CON,20.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,VA,LBR_1,LBR,15.6,0.0,1.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.34
51,VA,LIB_1,LIB,10.89,0.0,0.78,0.0,0.0,7.85,0.0,0.55,0.0,0.0,10.68
51,VA,NAT_1,NAT,12.74,0.0,0.0,0.82,1.09,3.23,0.0,0.0,0.0,0.0,0.0
51,VA,STY_1,STY,5.77,0.0,0.72,6.14,0.0,0.0,0.0,3.8,0.0,0.0,0.0
53,WA,CON_1,CON,13.55,0.0,6.08,0.0,0.0,0.82,0.0,0.0,0.0,3.54,0.0
53,WA,LBR_1,LBR,12.6,0.0,0.0,0.0,0.0,2.56,0.0,0.0,2.01,0.0,0.0
